City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
307,hirara,24.8,125.2833,60.66,51,75,21.85,JP,1742316417
308,huarmey,-10.0681,-78.1522,75.61,76,86,7.56,PE,1742316418
309,puerto deseado,-47.7503,-65.8938,58.15,41,67,23.53,AR,1742316419
310,shenjiamen,29.9576,122.298,42.6,63,86,7.85,CN,1742316420
311,igurubi,-4.0,33.7,66.81,80,92,13.89,TZ,1742316421
312,newman,37.3138,-121.0208,51.04,80,7,3.0,US,1742316423
313,saudarkrokur,65.7461,-19.6394,39.36,97,98,11.07,IS,1742316425
314,krutinka,56.0055,71.5113,34.09,94,100,5.86,RU,1742316426
315,santa terezinha,-29.9002,-50.0904,77.31,70,82,10.4,BR,1742316427
316,lata,40.1629,-8.3327,63.48,62,94,6.46,PT,1742316428
317,bayan,46.0833,127.4,25.54,42,76,5.37,CN,1742316429
318,valdivia,-39.8142,-73.2459,66.29,29,14,2.75,CL,1742316189
319,ambovombe,-25.1667,46.0833,71.78,68,0,21.94,MG,1742316431
320,kerikeri,-35.2268,173.9474,54.91,88,79,3.98,NZ,1742316208
321,pervomayskoye,43.919,46.7102,55.2,54,47,6.51,RU,1742316434
322,nebbi,2.4783,31.0889,77.02,58,54,2.93,UG,1742316435
323,karamay,45.6004,84.8661,39.43,36,6,3.87,CN,1742316436
324,puebla de la calzada,38.8793,-6.627,62.51,63,40,10.36,ES,1742316437
325,san luis,-33.295,-66.3356,87.93,24,0,5.41,AR,1742316303
326,sanctuary point,-35.1114,150.629,60.57,84,66,5.86,AU,1742316439
327,coari,-4.085,-63.1414,83.71,83,97,4.25,BR,1742316440
328,monrovia,6.3005,-10.7969,83.25,74,93,11.36,LR,1742316441
329,hithadhoo,-0.6,73.0833,83.23,73,100,5.59,MV,1742316443
330,fuyang,32.9,115.8167,42.4,50,76,5.12,CN,1742316444
331,xichang,27.8964,102.2634,36.79,86,93,2.66,CN,1742316445
332,coruripe,-10.1256,-36.1756,85.89,53,37,11.81,BR,1742316365
333,waddan,29.1614,16.139,75.43,17,0,11.01,LY,1742316447
334,dikwa,12.024,13.9165,91.45,5,58,12.35,NG,1742316448
335,waycross,31.2136,-82.354,68.05,24,0,4.61,US,1742316449
336,labrador city,52.9463,-66.9114,10.31,56,20,8.05,CA,1742316450
337,castillos,-34.1667,-53.8333,80.87,44,53,7.4,UY,1742316452
338,kuqa,41.7278,82.9364,44.8,25,0,5.17,CN,1742316453
339,bahia blanca,-38.7196,-62.2724,74.41,50,7,15.55,AR,1742316309
340,ometepec,16.6833,-98.4167,92.05,29,2,5.03,MX,1742316455
341,morondava,-20.2833,44.2833,81.95,76,5,10.29,MG,1742316457
342,champerico,14.3,-91.9167,85.59,63,4,10.11,GT,1742316458
343,rosarito,32.3333,-117.0333,54.52,64,28,12.73,MX,1742316459
344,thompson,55.7435,-97.8558,12.36,79,75,4.61,CA,1742316461
345,chokwe,-24.5333,32.9833,75.31,69,83,10.67,MZ,1742316462
346,kailua-kona,19.6406,-155.9956,73.56,90,100,1.01,US,1742316463
347,fort leonard wood,37.7057,-92.1572,73.24,35,0,10.36,US,1742316464
348,mahibadhoo,3.7833,72.9667,82.83,75,23,3.78,MV,1742316465
349,port blair,11.6667,92.75,80.64,83,20,2.3,IN,1742316287
350,kolonia,50.9333,6.95,53.96,21,0,11.5,DE,1742316292
351,flin flon,54.7682,-101.865,13.84,67,75,10.36,CA,1742316469
352,pangody,65.85,74.4859,5.76,93,46,10.78,RU,1742316470
353,suva,-18.1416,178.4415,78.49,85,52,3.8,FJ,1742316318
354,port saint john's,-31.6229,29.5448,72.75,84,47,5.44,ZA,1742316472
355,ambodifotatra,-16.9833,49.85,81.54,73,57,24.65,MG,1742316473
356,igarka,67.4667,86.5833,19.04,90,98,15.19,RU,1742316474
357,tosontsengel,48.7567,98.2839,-7.17,97,13,1.25,MN,1742316476
358,tongchuanshi,35.0806,109.0897,42.69,30,4,5.91,CN,1742316477
359,polyarnyy,69.1989,33.4478,20.82,93,100,18.7,RU,1742316312
360,lazaro cardenas,17.9583,-102.2,85.14,34,1,6.51,MX,1742316479
361,malakal,9.5334,31.6605,98.02,20,94,3.6,SS,1742316480
362,togur,58.3631,82.8265,39.09,99,100,10.11,RU,1742316481
